"Player","Team","Position","Rk","Status","Age","Opponent","FPts","FP/G","GP","AB","AVG","RC","TB","XBH","HBP","IBB","SH","SF","GIDP","Sl","CYC"
"Alex Llanos","KC","OF","3811","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Matt Lloyd","CIN","1B,OF","3812","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jose Lobaton","(N/A)","C","3813","FA","36","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Daniel Lockhart","CHC","SS","3814","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Trace Loehr","OAK","SS","3815","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Morgan Lofstrom","CIN","C","3816","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Devin Lohman","CIN","SS","3817","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ryan Lollis","SF","OF","3818","FA","34","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Steve Lombardozzi","(N/A)","2B","3819","FA","32","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"James Loney","NYM","1B","3820","FA","36","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Matt Long","LAA","OF","3821","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Caleb Lopes","STL","2B","3822","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Christian Lopes","TOR","SS","3823","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Angel Lopez Alvarez","CLE","C","3824","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Abelaldo Lopez","DET","OF","3825","FA","18","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brandon Lopez","MIN","SS","3826","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Irving Lopez","STL","2B","3827","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jack Lopez","ATL","2B,SS","3828","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jason Lopez","NYY","C","3829","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Javier Lopez","MIA","SS","3830","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jesus Lopez","OAK","SS","3831","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Johan Lopez","TB","SS","3832","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Joshua Lopez","STL","C","3833","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Raffy Lopez","(N/A)","C","3834","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Roberto Lopez","LAA","OF","3835","FA","35","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Yoeli Lopez","ATL","OF","3836","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Edwin Lora","WSH","SS","3837","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rafelin Lorenzo","TB","C","3838","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Todd Lott","STL","1B,OF","3839","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"David Lough","PHI","OF","3840","FA","34","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Derrick Loveless","TOR","OF","3841","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nick Lovullo","BOS","2B,SS","3842","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jake Lowery","CLE","C","3843","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Luke Lowery","ARI","C,1B","3844","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Marvin Lowrance","WSH","OF","3845","FA","36","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Everlouis Lozada","BOS","2B","3846","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jose Lozada","WSH","SS","3847","FA","34","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Edel Luaces","NYY","OF","3848","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tanner Lubach","LAA","C","3849","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chris Lubanski","TOR","OF","3850","FA","35","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ed Lucas","ARI","2B","3851","FA","38","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jeremy Lucas","CLE","C","3852","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Simeon Lucas","CLE","C","3853","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Josh Ludy","PHI","C","3854","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jackson Lueck","KC","OF","3855","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Carlos Luis","SD","SS","3856","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jesus Lujano","MIL","OF","3857","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nathan Lukes","CLE","OF","3858","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aaron Luna","STL","OF","3859","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ronald Luna","ATL","2B","3860","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Vicente Lupo","NYM","OF","3861","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Donald Lutz","CIN","1B","3862","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Zach Lutz","MIA","1B","3863","FA","34","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Keshawn Lynch","ARI","2B","3864","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tim Lynch","NYY","1B","3865","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"David MIranda","NYM","OF","3866","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kyle MacDonald","NYY","1B","3867","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"David MacKinnon","LAA","1B","3868","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Anderson Machado","MIL","2B","3869","FA","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Carlos Machado","HOU","OF","3870","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dixon Machado","(N/A)","2B","3871","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chantz Mack","SEA","OF","3872","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Marcus Mack","TEX","OF","3873","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Davonn Mackey","OAK","OF","3874","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Xavier Macklin","OAK","OF","3875","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Charlie Madden","BOS","C","3876","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lester Madden","OAK","OF","3877","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Will Maddox","DET","1B,3B","3878","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Travis Maezes","KC","SS","3879","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Josh Magee","SD","OF","3880","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Solomon Maguire","PIT","OF","3881","FA","17","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Joe Mahoney","MIA","1B","3882","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mitch Maier","KC","OF","3883","FA","38","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Luke Maile","MIL","C","3884","FA","29","","0","0","0","0","0","0.0","0","0","0","0","0","0","0","0","0"
"David Mailman","BOS","OF","3885","FA","32","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Angel Maita","BOS","OF","3886","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Val Majewski","TEX","OF","3887","FA","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Allbry Major","(N/A)","OF","3888","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mark Malave","CHC","C","3889","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Stephen Malcolm","PHI","SS","3890","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Carlos Maldonado","WSH","C","3891","FA","41","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kelvin Maldonado","CHW","2B,SS","3892","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Franly Mallen","MIL","SS","3893","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jeff Malm","TB","1B","3894","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Marvin Malone","TB","OF","3895","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jared Mang","DET","OF","3896","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Craig Manuel","WSH","C","3897","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dylan Manwaring","ATL","3B","3898","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pabel Manzanero","CIN","C","3899","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Oneill Manzueta","TB","OF","3900","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ricardo Marcano","CHC","OF","3901","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ramon Marcelino","COL","OF","3902","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Shane Mardirosian","CIN","2B","3903","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Victor Maria","MIL","3B","3904","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Adrian Marin","BAL","SS,OF","3905","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tyler Marincov","OAK","OF","3906","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Eric Marinez","OAK","SS","3907","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Peter Maris","TB","SS","3908","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chris Mariscal","SEA","3B,SS","3909","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mike Marjama","(N/A)","C","3910","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kevin Markham","PHI","OF,P","3911","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"David Marks","BOS","OF","3912","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tyler Marlette","SEA","C","3913","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Camdon Maron","NYM","C","3914","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bradley Marquez","NYM","OF","3915","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pedro Marquez","ARI","OF","3916","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Justin Marra","CHC","C","3917","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alan Marrero","BOS","C","3918","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chris Marrero","SF","1B,OF","3919","FA","32","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Deven Marrero","(N/A)","3B","3920","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Eli Marrero","STL","OF","3921","FA","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Elih Marrero","BOS","C","3922","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Emmanuel Marrero","PHI","SS","3923","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lean Marrero","MIN","OF","3924","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jesus Marriaga","ARI","OF","3925","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Michael Marseco","MIL","SS","3926","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Montrell Marshall","CIN","3B","3927","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Joey Martarano","CHC","3B","3928","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Agustin Marte","MIN","SS","3929","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alfredo Marte","(N/A)","OF","3930","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hamlet Marte","COL","C","3931","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jefry Marte","(N/A)","1B","3932","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Luis Marte","TEX","SS","3933","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Miguel Marte","NYY","SS","3934","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bryan Martelo","PHI","OF","3935","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brandon Martin","TB","SS","3936","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Daniel Martin","STL","2B","3937","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dustin Martin","MIN","OF","3938","FA","36","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Garrett Martin","BAL","3B","3939","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kyle Martin","PHI","1B","3940","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Leonys Martin","CLE","OF","3941","FA","32","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Robby Martin","(N/A)","OF,P","3942","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rudy Martin","KC","OF","3943","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Russell Martin","(N/A)","C","3944","FA","37","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Trey Martin","CHC","OF","3945","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tripp Martin","TEX","3B","3946","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Junior Martina","WSH","2B,3B,SS","3947","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"David Martinelli","PHI","OF","3948","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alberth Martinez","SD","OF","3949","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Estarlin Martinez","WSH","OF","3950","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Francis Martinez","ARI","1B,OF","3951","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Francisco Martinez","SEA","3B","3952","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Harold Martinez","PHI","3B","3953","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hector Martinez","DET","SS","3954","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hersin Martinez","SEA","OF","3955","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jeremy Martinez","STL","C","3956","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jorge Martinez","HOU","SS","3957","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jose Ramon Martinez","NYY","3B","3958","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Juan Martinez","CIN","3B","3959","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Julio Martinez","DET","OF","3960","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mario Martinez","SEA","3B","3961","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ozzie Martinez","CHC","SS","3962","FA","32","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rafael Martinez","MIL","2B","3963","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Renae Martinez","ARI","C","3964","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Robert Martinez","OAK","OF","3965","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sandy Martinez","ARI","C","3966","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Teodoro Martinez","TEX","OF","3967","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Yunior Martinez","TB","OF","3968","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jason Martinson","WSH","SS","3969","FA","32","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brandon Martorano","SF","C","3970","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Michael Martinez","(N/A)","OF","3971","FA","38","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Addison Maruszak","NYY","SS","3972","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Evan Marzilli","ARI","OF","3973","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Victor Mascai","HOU","1B","3974","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Joseph Massey","COL","1B","3975","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jean-Christophe Masson","TOR","OF","3976","FA","18","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Darin Mastroianni","MIN","OF","3977","FA","35","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Michael Mateja","ATL","3B","3978","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Daniel Mateo","KC","2B","3979","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Luis Mateo","STL","SS","3980","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Wagner Mateo","ARI","OF","3981","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Shane Matheny","SF","3B","3982","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Addiel Matias","WSH","3B","3983","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sthervin Matos","MIL","3B","3984","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Wilfrido Matos","WSH","SS","3985","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Yohan Matos","CHC","C","3986","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Travis Mattair","PHI","3B","3987","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Will Matthiessen","PIT","OF,P","3988","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Joan Mauricio","HOU","SS","3989","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tyler Mautner","MIN","3B","3990","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bruce Maxwell","NYM","C","3991","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Justin Maxwell","(N/A)","OF","3992","FA","37","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tucker Maxwell","PHI","OF","3993","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jacob May","CHW","OF","3994","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kalik May","TOR","OF","3995","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"John Mayberry Jr.","(N/A)","OF","3996","FA","36","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pratt Maynard","LAD","C","3997","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LJ Mazzilli","MIN","2B","3998","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Paul McAnulty","LAA","1B","3999","FA","39","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Matt McBride","(N/A)","C","4000","FA","35","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Garrett McCain","DET","OF","4001","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dexture McCall","HOU","1B","4002","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Shilo McCall","SF","OF","4003","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Thomas McCarthy","CHW","3B","4004","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ryan McCarvel","STL","C","4005","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alex McClure","KC","SS","4006","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"D'vone McClure","CLE","OF","4007","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Charlie McConnell","SEA","OF","4008","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Morgan McCullough","LAA","2B,SS","4009","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Michael McDade","TOR","1B","4010","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chase McDonald","HOU","1B","4011","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jared McDonald","OAK","C","4012","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Raymond McDonald","OAK","OF","4013","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Todd McDonald","TEX","OF","4014","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Max McDowell","NYY","C","4015","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C.J. McElroy","STL","OF","4016","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Satchel McElroy","CIN","OF","4017","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Christopher McFarland","MIL","SS","4018","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ty McFarland","NYY","2B,3B","4019","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ashton McGee","MIL","2B,OF","4020","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lenell McGee","LAD","OF","4021","FA","32","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jacson McGowan","TB","1B","4022","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jamodrick McGruder","SEA","2B","4023","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chris McGuiness","PHI","1B","4024","FA","32","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jarrod McKinney","HOU","OF","4025","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"DJ McKnight","TOR","OF","4026","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Matt McLaughlin","COL","SS","4027","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nate McLouth","(N/A)","OF","4028","FA","39","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kyler McMahan","(N/A)","SS","4029","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Matt McPhearson","ARI","OF","4030","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jonah McReynolds","TEX","SS","4031","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jeff McVaney","DET","OF","4032","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Matt Mccann","LAA","2B,SS","4033","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tommy Medica","(N/A)","1B","4034","FA","32","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Francisco Medina","SF","SS","4035","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jose Miguel Medina","NYM","OF","4036","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Michael Medina","LAD","1B,OF","4037","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Reydel Medina","CIN","OF","4038","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Daniel Meeley","SD","OF","4039","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jack Meggs","OAK","OF","4040","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alan Mejia","NYY","OF","4041","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alex Mejia","(N/A)","SS","4042","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brian Mejia","WSH","2B","4043","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ernesto Mejia","ATL","1B","4044","FA","35","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gabriel Mejia","CLE","OF","4045","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Leuri Mejia","TEX","OF","4046","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Seth Mejias-Brean","SD","SS","4047","FA","29","","0","0","0","0","0","0.0","0","0","0","0","0","0","0","0","0"
"Kelvin Melean","SD","SS","4048","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Andres Melendez","MIL","C","4049","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dylan Melendez","STL","C","4050","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kevin Melendez","TB","C","4051","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Manuel Melendez","COL","OF","4052","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rene Melendez","SF","C","4053","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Juan Melo","WSH","2B","4054","FA","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Yeison Melo","KC","OF","4055","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Samuel Mende","COL","3B","4056","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
