"Player","Team","Position","Rk","Status","Age","Opponent","FPts","FP/G","PA","HR","R","RBI","SB","BB/PA","K/PA","ISO","BABIP","AVG","WOBA"
"Robinson Cano","NYM","2B","214","NCNF","38","","235","2.2","423","13","46","39","0","0.06","0.16",".172","0.280",".256",".314"
"Kurt Suzuki","(N/A)","C","215","FA","37","","235","2.76","309","17","37","63","0","0.06","0.12",".221","0.248",".264",".344"
"Didi Gregorius","PHI","SS","216","Ass","30","","234","2.85","344","16","47","61","2","0.05","0.15",".204","0.237",".238",".304"
"Mike Tauchman","NYY","OF","217","FA","30","","233","2.68","296","13","46","47","6","0.11","0.24",".227","0.333",".277",".373"
"Dwight Smith Jr.","CIN","OF","218","NCNF","28","","233","2.31","392","13","46","53","5","0.07","0.21",".171","0.274",".241",".307"
"Tommy La Stella","(N/A)","2B","219","CP DLT","31","","232.5","2.91","321","16","49","44","0","0.06","0.09",".192","0.282",".295",".354"
"Stephen Piscotty","OAK","OF","220","CP DLT","29","","229.5","2.47","393","13","46","44","2","0.07","0.21",".162","0.289",".249",".314"
"Buster Posey","SF","C","221","FA","33","","226.5","1.99","445","7","43","38","0","0.08","0.16",".111","0.296",".257",".305"
"Harrison Bader","STL","OF","222","FA","26","","226.5","1.77","406","12","54","39","11","0.11","0.29",".161","0.268",".205",".298"
"Delino DeShields","(N/A)","OF","223","FA","28","","225.5","1.91","408","4","42","32","24","0.09","0.25",".098","0.333",".249",".298"
"Corey Dickerson","MIA","OF","224","DEAL","31","","225","2.88","279","12","33","59","1","0.06","0.20",".262","0.344",".304",".370"
"Dee Strange-Gordon","SEA","2B,OF","225","FA","32","","223","1.91","421","3","36","34","22","0.04","0.14",".084","0.313",".275",".288"
"Brandon Lowe","TB","2B","226","VP","26","","220","2.68","327","17","42","51","5","0.08","0.35",".243","0.377",".270",".363"
"Jorge Alfaro","MIA","C","227","NCNF","27","","220","1.69","465","18","44","57","4","0.05","0.33",".162","0.364",".262",".320"
"Jose Martinez","(N/A)","UT","228","FA","32","","219","1.71","373","10","45","42","3","0.09","0.22",".141","0.328",".269",".332"
"Josh Phegley","CHC","UT","229","FA","32","","217.5","2.05","342","12","44","62","0","0.04","0.18",".172","0.258",".239",".297"
"Jake Bauers","CLE","OF","230","FA","25","","216","1.85","423","12","46","43","3","0.11","0.27",".145","0.290",".226",".305"
"Michael Chavis","BOS","1B","231","NT 13","25","","215.5","2.27","382","18","46","58","2","0.08","0.33",".190","0.347",".254",".330"
"Jordan Luplow","CLE","OF","232","FA","27","","213.5","2.51","261","15","42","38","3","0.13","0.23",".276","0.313",".276",".393"
"Brandon Dixon","DET","1B","233","FA","28","","212","1.81","420","15","41","52","5","0.05","0.32",".187","0.336",".248",".311"
"Neil Walker","PHI","2B","234","FA","35","","212","1.84","381","8","37","38","3","0.11","0.20",".134","0.316",".261",".328"
"Jesus Aguilar","MIA","1B","235","Luka","30","","206.5","1.58","369","12","39","50","0","0.12","0.22",".153","0.272",".236",".314"
"Tony Wolters","(N/A)","C","236","FA","28","","206","1.7","411","1","42","42","0","0.09","0.17",".067","0.314",".262",".296"
"Cameron Maybin","CHC","OF","237","FA","33","","206","2.51","269","11","48","32","9","0.11","0.27",".209","0.365",".285",".372"
"J.P. Crawford","SEA","SS","238","CP DLT","25","","205.5","2.21","396","7","43","46","5","0.11","0.21",".145","0.275",".226",".302"
"Chad Pinder","OAK","2B","239","FA","28","","202.5","1.63","370","13","45","47","0","0.05","0.24",".176","0.284",".240",".305"
"Brandon Drury","TOR","3B","240","FA","28","","202","1.68","447","15","43","41","0","0.06","0.25",".163","0.259",".218",".278"
"Matt Beaty","LAD","1B","241","FA","27","","201.5","2.04","268","9","36","46","5","0.06","0.12",".193","0.275",".265",".329"
"Rio Ruiz","BAL","3B","242","Nunez","26","","200","1.57","413","12","35","46","0","0.10","0.21",".143","0.272",".232",".302"
"Derek Dietrich","TEX","UT","243","FA","31","","199.5","1.77","306","19","41","43","1","0.09","0.24",".275","0.176",".187",".339"
"Jon Berti","MIA","2B","244","BFT","30","","198.5","2.72","287","6","52","24","17","0.08","0.25",".133","0.360",".273",".336"
"Greg Garcia","(N/A)","2B","245","FA","31","","197","1.47","372","4","52","31","0","0.14","0.22",".106","0.323",".248",".327"
"Gerardo Parra","WSH","OF","246","FA","33","","197","1.66","301","9","38","48","8","0.06","0.20",".157","0.264",".234",".291"
"Pablo Sandoval","ATL","UT","247","FA","34","","196","1.81","296","14","42","41","1","0.06","0.23",".239","0.304",".268",".339"
"Yan Gomes","WSH","C","248","FA","33","","195.5","2.02","358","12","36","43","2","0.11","0.23",".166","0.265",".223",".301"
"Matt Adams","(N/A)","UT","249","FA","32","","195.5","1.76","333","20","42","56","0","0.06","0.35",".239","0.284",".226",".312"
"David Bote","CHC","3B","250","FA","27","","195","1.54","356","11","47","41","5","0.12","0.26",".165","0.333",".257",".342"
"Danny Jansen","TOR","C","251","CP DLT","25","","194.5","1.82","384","13","41","43","0","0.08","0.21",".153","0.230",".207",".281"
"Pedro Severino","BAL","C","252","DEAL","27","","193.5","2.02","341","13","37","44","3","0.09","0.21",".170","0.285",".249",".324"
"Tucker Barnhart","CIN","C","253","FA","29","","193.5","1.7","364","11","32","40","1","0.12","0.23",".149","0.278",".231",".303"
"Aristides Aquino","CIN","OF","254","Nunez","26","","193","3.45","225","19","31","47","7","0.07","0.27",".317","0.266",".259",".364"
"Christin Stewart","DET","OF","255","FA","27","","191","1.84","416","10","32","40","0","0.08","0.25",".154","0.290",".233",".300"
"Jake Marisnick","NYM","OF","256","FA","29","","190.5","1.59","318","10","46","34","10","0.05","0.30",".178","0.310",".233",".301"
"Mitch Haniger","SEA","OF","257","MBC","29","","190","3.02","283","15","46","32","4","0.11","0.29",".244","0.257",".220",".332"
"Andrew McCutchen","PHI","OF","258","MBC","34","","189.5","3.21","262","10","45","29","2","0.16","0.21",".201","0.299",".256",".369"
"Jose Peraza","BOS","2B","259","FA","26","","188","1.33","403","6","37","33","7","0.04","0.14",".106","0.268",".239",".280"
"Ben Gamel","(N/A)","OF","260","FA","28","","187.5","1.4","356","7","47","33","2","0.11","0.29",".125","0.347",".248",".316"
"Wilmer Flores","SF","UT","261","DEAL","29","","186.5","2.1","285","9","31","37","0","0.05","0.11",".170","0.332",".317",".368"
"Aledmys Diaz","HOU","2B","262","FA","30","","186.5","2.7","247","9","36","40","2","0.11","0.11",".195","0.268",".271",".353"
"Stephen Vogt","ARI","C","263","FA","36","","186.5","1.88","280","10","30","40","3","0.07","0.24",".227","0.311",".263",".338"
"Brian McCann","(N/A)","C","264","FA","36","","186.5","2.19","316","12","28","45","0","0.10","0.17",".162","0.261",".249",".319"
"Tyler Naquin","(N/A)","OF","265","FA","29","","186","2.09","294","10","34","34","4","0.05","0.22",".179","0.345",".288",".334"
"Albert Almora Jr.","(N/A)","OF","266","FA","26","","185.5","1.43","363","12","41","32","2","0.04","0.17",".145","0.255",".236",".271"
"Nicky Lopez","KC","2B","267","FA","25","","184","1.79","402","2","44","30","1","0.04","0.13",".084","0.273",".240",".265"
"Tom Murphy","SEA","C","268","VP","29","","183","2.44","281","18","32","40","2","0.07","0.31",".262","0.340",".273",".363"
"Luis Rengifo","LAA","2B","269","FA","23","","183","1.69","406","7","44","33","2","0.10","0.23",".126","0.300",".238",".307"
"JaCoby Jones","DET","OF","270","FA","28","","182","2.07","333","11","39","26","7","0.08","0.28",".195","0.304",".235",".317"
"Jose Osuna","(N/A)","1B","271","FA","28","","180.5","1.9","285","10","41","36","0","0.06","0.17",".192","0.285",".264",".327"
"Martin Maldonado","HOU","C","272","Ass","34","","179","1.7","374","12","46","27","0","0.09","0.23",".165","0.250",".213",".294"
"Garrett Hampson","COL","2B,OF","273","Nunez","26","","178","1.7","327","8","40","27","15","0.07","0.27",".137","0.322",".247",".297"
"Billy Hamilton","CHC","OF","274","FA","30","","175.5","1.47","353","0","41","15","22","0.09","0.25",".057","0.299",".218",".256"
"Austin Riley","ATL","3B","275","Luka","23","","173.5","2.17","297","18","41","49","0","0.05","0.36",".245","0.293",".226",".310"
"Stevie Wilkerson","(N/A)","OF","276","FA","28","","173.5","1.48","361","10","41","35","3","0.06","0.30",".158","0.300",".225",".293"
"Ryan O'Hearn","KC","1B","277","FA","27","","173","1.65","370","14","32","38","0","0.11","0.27",".174","0.230",".195",".285"
"Yonder Alonso","SD","1B","278","FA","33","","173","1.43","335","10","34","37","0","0.12","0.21",".147","0.224",".199",".282"
"Tim Beckham","(N/A)","SS","279","FA","30","","171.5","1.95","328","15","39","47","1","0.06","0.31",".224","0.305",".237",".322"
"Victor Reyes","DET","OF","280","Luka","26","","171","2.48","292","3","29","25","9","0.05","0.22",".127","0.384",".304",".334"
"Victor Caratini","CHC","C","281","FA","27","","171","1.8","279","11","31","34","1","0.10","0.21",".180","0.305",".266",".347"
"Brock Holt","WSH","3B","282","FA","32","","170.5","1.96","295","3","38","31","1","0.09","0.19",".104","0.365",".297",".342"
"Aaron Hicks","NYY","OF","283","CP DLT","31","","170","2.88","255","12","41","36","1","0.12","0.28",".208","0.286",".235",".334"
"Austin Nola","SD","C","284","BART","30","","169.5","2.15","267","10","37","31","1","0.09","0.24",".185","0.325",".269",".343"
"Logan Forsythe","MIA","2B","285","FA","33","","168.5","1.67","367","7","38","39","2","0.12","0.27",".126","0.307",".227",".307"
"Will Smith","LAD","C","286","ZL","25","","167.5","3.1","196","15","30","42","2","0.09","0.27",".318","0.264",".253",".375"
"Jeimer Candelario","DET","1B","287","BART","27","","167","1.78","386","8","33","32","3","0.11","0.26",".134","0.262",".203",".291"
"Harold Castro","DET","OF","288","FA","27","","164","1.69","369","5","30","38","4","0.02","0.23",".093","0.367",".291",".299"
"Jonathan Lucroy","PHI","C","289","FA","34","","164","1.62","328","8","30","36","0","0.08","0.16",".123","0.253",".232",".293"
"Tim Locastro","ARI","OF","290","FA","28","","162","1.78","250","1","38","17","17","0.06","0.18",".090","0.310",".250",".323"
"Tony Kemp","OAK","2B","291","FA","29","","161.5","1.47","279","8","31","29","4","0.08","0.17",".167","0.227",".212",".291"
"Brandon Nimmo","NYM","OF","292","DEAL","27","","161","2.33","254","8","34","29","3","0.18","0.28",".186","0.293",".221",".346"
"Josh VanMeter","ARI","2B","293","FA","25","","161","1.69","260","8","33","23","9","0.11","0.22",".171","0.279",".237",".325"
"Jason Castro","SD","C","294","FA","33","","160.5","2.03","275","13","39","30","0","0.12","0.32",".203","0.307",".232",".335"
"Ronald Guzman","TEX","1B","295","FA","26","","158","1.82","295","10","34","36","1","0.11","0.29",".195","0.282",".219",".313"
"Tyler Flowers","ATL","C","296","FA","34","","157.5","1.85","310","11","36","34","0","0.10","0.34",".185","0.325",".229",".315"
"Clint Frazier","NYY","OF","297","Ass","26","","157","2.28","246","12","31","38","1","0.07","0.28",".222","0.329",".267",".340"
"Matt Joyce","MIA","OF","298","FA","36","","156.5","1.21","238","7","32","23","0","0.16","0.19",".155","0.351",".295",".383"
"Phillip Ervin","SEA","OF","299","FA","28","","155.5","1.65","260","7","30","23","4","0.07","0.24",".195","0.339",".271",".343"
"Ronny Rodriguez","MIL","2B","300","FA","28","","155","1.85","294","14","29","43","3","0.04","0.28",".217","0.254",".221",".289"
"Ender Inciarte","ATL","OF","301","FA","30","","152.5","2.35","230","5","30","24","7","0.11","0.18",".151","0.286",".246",".325"
"Justin Upton","LAA","OF","302","FA","33","","152","2.41","256","12","34","40","1","0.13","0.30",".201","0.261",".215",".315"
"Bo Bichette","TOR","SS","303","Luka","22","","148.5","3.23","212","11","32","21","4","0.07","0.24",".260","0.368",".311",".393"
"Austin Romine","DET","C","304","FA","32","","147","2.04","240","8","29","35","1","0.04","0.21",".158","0.327",".281",".322"
"Dominic Smith","NYM","1B,OF","305","BFT","25","","146.5","1.65","197","11","35","25","1","0.10","0.22",".243","0.320",".282",".378"
"Billy McKinney","MIL","OF","306","FA","26","","146.5","1.74","276","12","37","28","0","0.07","0.26",".207","0.250",".215",".296"
"Josh Naylor","CLE","OF","307","FA","23","","146","1.55","279","8","29","32","1","0.09","0.23",".154","0.302",".249",".314"
"Cheslor Cuthbert","CIN","3B","308","FA","28","","143.5","1.65","330","9","24","40","1","0.06","0.20",".133","0.288",".246",".294"
"John Hicks","ARI","C","309","FA","31","","143.5","1.51","333","13","29","35","1","0.04","0.33",".169","0.273",".210",".265"
"Adeiny Hechavarria","ATL","2B","310","FA","31","","142.5","1.7","221","9","34","33","3","0.06","0.22",".202","0.272",".241",".320"
"Dylan Moore","SEA","OF","311","VP","28","","142","1.26","282","9","31","28","11","0.09","0.33",".182","0.290",".206",".306"
"Greg Allen","SD","OF","312","FA","27","","138","1.55","256","4","30","27","8","0.04","0.21",".117","0.280",".229",".277"
"Alex Dickerson","SF","OF","313","BFT","30","","137","2.01","190","6","29","28","1","0.07","0.22",".213","0.331",".276",".348"
"Joey Wendle","TB","2B,3B","314","DEAL","30","","136.5","1.82","263","3","32","19","8","0.05","0.18",".109","0.272",".231",".283"
"Adam Haseley","PHI","OF","315","FA","24","","136.5","2.04","242","5","30","26","4","0.06","0.25",".131","0.344",".266",".315"
"Juan Lagares","(N/A)","OF","316","FA","31","","136.5","1.03","285","5","38","27","4","0.08","0.26",".112","0.279",".213",".259"
"Johan Camargo","ATL","2B","317","FA","27","","133.5","1.36","248","7","31","32","1","0.06","0.17",".151","0.258",".233",".282"
"Mike Ford","NYY","1B","318","FA","28","","133.5","2.67","163","12","30","25","0","0.10","0.17",".301","0.243",".259",".376"
"Francisco Mejia","SD","C","319","CP DLT","25","","133","1.68","244","8","27","22","1","0.05","0.23",".173","0.319",".265",".324"
"Ian Kinsler","(N/A)","2B","320","FA","38","","132.5","1.52","281","9","28","22","2","0.07","0.19",".151","0.240",".217",".284"
"Curt Casali","(N/A)","C","321","FA","32","","131","1.56","236","8","24","32","0","0.11","0.25",".159","0.308",".251",".323"
"Donovan Solano","SF","2B","322","DEAL","33","","130","1.6","228","4","27","23","0","0.04","0.21",".126","0.409",".330",".356"
"Ian Happ","CHC","OF","323","DEAL","26","","129.5","2.23","156","11","25","30","2","0.10","0.25",".300","0.286",".264",".376"
"Jordy Mercer","NYY","SS","324","FA","34","","129.5","1.75","271","9","24","22","0","0.05","0.21",".168","0.316",".270",".322"
"Welington Castillo","WSH","C","325","FA","33","","128.5","1.78","251","12","19","41","0","0.06","0.29",".209","0.247",".209",".293"
"Dawel Lugo","DET","3B","326","FA","25","","128","1.66","288","6","28","26","0","0.03","0.20",".136","0.288",".245",".279"
"Brad Miller","STL","UT","327","FA","31","","127","1.61","170","13","26","25","2","0.09","0.26",".305","0.281",".260",".376"
"Jake Lamb","OAK","3B","328","FA","30","","127","1.63","226","6","26","30","1","0.14","0.24",".160","0.234",".193",".304"
"Ehire Adrianza","MIN","3B","329","FA","31","","127","1.53","236","5","34","22","0","0.08","0.17",".144","0.311",".272",".329"
"Ildemaro Vargas","CHC","2B","330","FA","29","","127","1.38","211","6","25","24","1","0.04","0.11",".144","0.279",".269",".309"
"Jake Cave","MIN","OF","331","FA","28","","126.5","1.76","228","8","28","25","0","0.09","0.31",".197","0.358",".258",".353"
"Elias Diaz","COL","C","332","FA","30","","124","1.23","332","2","31","28","0","0.07","0.17",".066","0.286",".241",".273"
"Chris Davis","BAL","1B","333","FA","34","","123","1.17","352","12","26","36","0","0.11","0.39",".147","0.270",".179",".269"
"Leonys Martin","CLE","OF","334","FA","32","","122","1.88","264","9","32","19","4","0.08","0.30",".144","0.255",".199",".274"
"Russell Martin","(N/A)","C","335","FA","37","","120","1.45","249","6","29","20","1","0.12","0.24",".110","0.276",".220",".301"
"Willians Astudillo","MIN","C","336","FA","29","","118.5","2.04","204","4","28","21","0","0.02","0.04",".111","0.258",".268",".297"
"Richie Martin","BAL","SS","337","FA","25","","118.5","0.99","309","6","29","23","10","0.05","0.27",".113","0.272",".208",".255"
"Adam Engel","CHW","OF","338","FA","29","","117","1.31","248","6","26","26","3","0.06","0.31",".141","0.343",".242",".303"
"Hernan Perez","CHC","1B","339","FA","29","","117","1.29","246","8","29","18","5","0.04","0.27",".151","0.283",".228",".275"
"Austin Barnes","LAD","C","340","FA","30","","116.5","1.55","242","5","28","25","3","0.10","0.23",".137","0.248",".203",".276"
"Steven Duggar","SF","OF","341","FA","27","","116.5","1.6","281","4","26","28","1","0.06","0.28",".107","0.313",".234",".273"
"Addison Russell","(N/A)","SS","342","FA","26","","116.5","1.42","241","9","25","23","2","0.08","0.24",".153","0.280",".237",".301"
"Austin Hedges","CLE","C","343","FA","28","","116","1.14","347","11","28","36","1","0.08","0.31",".135","0.228",".176",".245"
"Alex Avila","MIN","C","344","FA","33","","115.5","1.83","201","9","22","24","1","0.18","0.34",".213","0.287",".207",".320"
"Kevan Smith","TB","C","345","FA","32","","115","1.72","211","5","21","20","2","0.08","0.18",".141","0.287",".251",".314"
"Guillermo Heredia","NYM","OF","346","FA","29","","114","1.28","231","5","31","20","2","0.08","0.26",".137","0.293",".225",".297"
"Trent Grisham","SD","OF","347","DEAL","24","","112","2.2","183","6","24","24","1","0.11","0.26",".179","0.286",".231",".325"
"Ryan Zimmerman","WSH","1B","348","FA","36","","109.5","2.11","190","6","20","27","0","0.09","0.21",".158","0.297",".257",".322"
"Tyler White","TOR","1B","349","FA","30","","109","1.31","279","3","18","23","0","0.13","0.28",".096","0.290",".208",".283"
